"","p001_Gop_NR","p002_Gop_R","p003_Gop_NR","p004_Gop_R","p005_Gop_NR","p006_Gop_R","p007_Gop_R","p008_Gop_NR","p009_Gop_NR","p010_Gop_NR","p011_Gop_NR","p012_Gop_R","p013_Gop_R","p014_Gop_NR","p015_Gop_R","p016_Gop_NR","p017_Gop_R","p018_Gop_R","p019_Gop_NR","p020_Gop_R","p021_Gop_R","p022_Gop_R","p023_Gop_R","p024_Gop_NR","p025_Gop_R","p071_Fra_NR","p072_Fra_R","p065_Fra_NR","p066_Fra_R","p067_Fra_R","p068_Fra_R","p069_Fra_NR","p070_Fra_R","p093_Fra_R","p103_Fra_R","p102_Fra_R","p101_Fra_R","p100_Fra_NR","p090_Fra_NR","p089_Fra_NR","p082_Fra_NR","p081_Fra_R","p084_Fra_NR","p083_Fra_NR","p086_Fra_NR","p085_Fra_NR","p088_Fra_R","p087_Fra_NR","p098_Fra_NR","p099_Fra_NR","p092_Fra_NR","p076_Fra_NR","p077_Fra_NR","p078_Fra_R","p073_Fra_NR","p074_Fra_R","p075_Fra_NR","p096_Fra_R","p097_Fra_R","p094_Fra_R","p095_Fra_NR","p079_Fra_R","p080_Fra_R","p091_Fra_R","p039_Mat_NR","p053_Mat_R","p032_Mat_R","p029_Mat_NR","p030_Mat_NR","p031_Mat_NR","p033_Mat_NR","p038_Mat_NR","p055_Mat_NR","p059_Mat_NR","p027_Mat_R","p026_Mat_NR","p064_Mat_NR","p042_Mat_NR","p028_Mat_NR","p051_Mat_R","p047_Mat_R","p046_Mat_NR","p044_Mat_R","p045_Mat_NR","p048_Mat_R","p054_Mat_NR","p057_Mat_R","p056_Mat_NR","p050_Mat_NR","p058_Mat_R","p061_Mat_R","p060_Mat_R","p062_Mat_NR","p052_Mat_R","p063_Mat_R","p035_Mat_NR","p049_Mat_NR","p037_Mat_R","p034_Mat_NR","p036_Mat_NR","p040_Mat_R","p043_Mat_NR","p041_Mat_NR","p005_Val_NR","p006_Val_NR","p007_Val_R","p026_Val_NR","p018_Val_R","p019_Val_R","p003_Val_R","p004_Val_NR","p001_Val_NR","p002_Val_R","p021_Val_R","p020_Val_NR","p024_Val_R","p027_Val_R","p023_Val_R","p022_Val_R","p015_Val_R","p014_Val_NR","p017_Val_R","p016_Val_NR","p011_Val_R","p010_Val_R","p013_Val_R","p012_Val_R","p009_Val_NR","p008_Val_R","p025_Val_R"
"meta_mOTU_v2_6791",0,0,0,0.282510684304863,0,0,0,0,0,0,0,0,0.913760671522576,0,0,0,0,0,0,0,0,0.140931392169893,0,0,0,0,0.178307815377417,0,0,0,0,0,0,0.164194174591303,0,0,0,0.078872669225329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0727649066418858,0.0762258013611507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0785612066346567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0919078445304257,0,0,0,0,0,0,0,0,0,0.0510895598858818,0,0,1.00635349582133,0,0,0,0,0,0,0,0.267598562094023,0.215132455499005,0,0,0,0,0,0,0,0,0,0,0.643091044133709,0,0,0
"meta_mOTU_v2_6792",0,0,0,0.518655495657265,0.338784152067962,0.772136978344604,0.792195114886598,0,0,0,0,0,0.324876419974281,0.455579032703942,0.486583759903364,0,0,0,0,1.37042729998684,0,0.597491731803847,1.96196686800541,0,0,1.29673036228433,0,0,2.60935276674779,0.0597400397941804,0,0.159567479280132,0,1.11451374353201,0,0.872640765398806,1.96852465177351,0,0.449023330742944,0,0,0.608312987998537,3.09121973323793,2.74332031895962,0,0,1.43865775187167,0,0.220812207782586,0,0.21010525441185,0,0,0,0,2.71084214773545,0,0,1.38299766127968,1.98124136724413,0,0,0.427007060833259,0,0.20899068767094,0.163858134195956,0,0,1.61854939718235,0,1.07873166143602,0,0,0,0.216670023010387,0.206135693602085,0.154755820372846,1.42920353606227,0,0,0,0.818152713716548,0,0.689406494316595,0.109467760092932,0.183551310510602,0,0,0,1.27686930280527,0,0.546033831923306,0.172725610360227,0.259828019684235,0,0,0,0,0.918815605979595,0,0,0.0569926396154378,0.233928658981895,2.40806664984892,1.41094264798762,1.56181249229414,0,4.65828685208355,1.62047923681046,0,0.733595883440112,0,0.294819706469554,1.0712969687146,0.120808265266733,0.111572545327522,1.72080870660832,0,0,0,2.41576191777559,0,0,0,0,2.44040447197383,1.23143958673988,0,2.59888181081781,0.41612236839192
"meta_mOTU_v2_6793",0,0,0,0,0,0.668873694020108,0,0,0,0,0,0,1.76523465156032,0,0,0,0,0,0,0,0,3.43978345349266,0.625725369632741,0,0,0,0,0,0,0,0,0.908537549642867,0,0,0,0,0,0,0,0,0,0,0,0,0.0905261805907196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.506882863998337,0,0,0,0,0,3.32794651785709,0,0,0,0,0,0,0,0,0,0.571083556762149,0,0,0.438011442052092,0,1.74291294943927,0.760315622255419,0,0,0,0,0,0.609971670278933,0,0,0,0,0,2.47706388289426,0,0,0,0,0,2.20293319632883,0,0,1.16148983359351,0,0,0,0,0,0,1.70103744171642,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"meta_mOTU_v2_6795",0,3.04941537315237,0,3.06255896074056,1.21626956847127,0.55764539861558,0,0,3.39830117571832,0,0,0,4.05819029714619,0,0,0,0,0,5.58101032555299,3.45223025706418,0,3.21908406299269,0.240003437178453,0,0,0.187431719793515,2.15843543603162,0,0.324913157983373,4.66162492650976,0,2.56364467126293,0.0766715148826072,1.73571295259718,0,0,0.0614136153362601,0,0,0,0,1.63129155177663,0,0,1.02583337107176,0,0.322325327601597,2.60393143768877,0,0,1.17260310698375,0,1.01962880674893,0,0,0,0,0,2.79896690920921,0,0,4.31296779682072,0,0,6.08658838624912,0.679329420293795,0,0,0,0,0,0.865508826079117,0,3.27835135825562,3.61616431092194,0,0.500994071176053,0,0,0,0,4.0896748964225,0,0,3.35376489280845,0,0,4.88368656494244,0,0.204738915021036,0.0633362630912813,0.0435840007976156,3.20218223434959,0.86570758800673,4.4178313917424,0,0,0,0,0,3.29023165740805,1.91852064230451,0.0314010359004021,3.44319542881791,0.28831658601039,0.378894882216816,0,0,0.0564440426681021,0.100823064148791,0,0,3.29902991708716,0,2.83656763175874,3.05604190633802,1.33959777691651,0,0,1.91603695414535,0,3.93636994214267,0,0,0,1.74708923502063,0,0,1.17921944717434,0
"meta_mOTU_v2_6801",0,0,0,4.47238093307047,0,1.89267235527043,0,0,0,0,0,0,3.64285748973963,0,0,0,0,0,1.49476469174958,0,0,2.81852069583758,1.89333585238637,0,0,3.71581537925908,1.65477730820878,0,0.138861136323901,0,0,2.17266888124149,0,1.31420939994246,0,2.43281835379135,0,0,0.503119914229401,0,0,0,0,0,0.881163298638072,0,0.842179715077613,0,0,0,0.956529133146377,0,0.155950277961713,0,0.052890638657082,0,0,0,2.74909105183956,0,0,0,0,0,0,0,0,0,0,0,0,0.304338192165752,0,0,0,0,0.154755820372846,0,0,0,0,0,0,0,0.806436683429663,0,0,0.524292500088782,0,0,0,0,1.10075842606898,0,0,0.642019390511409,0,0,1.39421629327851,0,0.538091500994353,0.446419953944651,0,1.49588823187527,0.413400953205019,0.378894882216816,0,0,0,0,0,0,1.85096505172015,0,3.06453798794047,0.644167036939583,0.252598452149159,0,0.142491626112762,1.13524761678954,0,0,0,0,0,0,0,0,0.325280997517155,0
"meta_mOTU_v2_6803",0,0,0,0,0,0,0,0,0,0,0,0,0,0.455579032703942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0711006176162595,0,0,0.233186584716064,0,0,0,0,0,0,0,0.0801347149262486,0,0,0,0,0,0,0.0589731443468451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202304115937345,0,0,0,0,0.160179321972841,0,0,0,0.49526973197724,0,0,0,0,0,0.0967705456139431,0,0,0,0,0,0,0,0,0,0.205837160541915,0,0,0,0,0,0,0,0,0,0.0569926396154378,0,0.0257709197958916,0.151348697771984,0.201850498311117,0,0,0.163110131432512,0,0.179581971012457,0,0,0,0,0.215132455499005,0,0,0,0.0764075107195404,0.429622350356836,0,0,0.313226142973538,0,0,0,0,0,0
"meta_mOTU_v2_6807",0,0,0,0.899360517430809,0,0,0,0,0,0,0,0,0.324876419974281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.740218245196428,0.303230680709414,0,1.0032425331634,0,0,0,0,0,0,0,0,0,0,1.38899472728022,0,0.27336094290365,0,0,0,0.449749065239958,0,0.752689946459223,0,0,0,0,0,0,0,0,0,0,0,0,0.239298523443855,0,0,0,0,0,0,0,0,0,0,0.986486859165659,0,0,0,0,0.818152713716548,0,0,0,0,0,0,0,0.326686448948911,0,0,0,0.33698556010843,0,0,0,0,0,0,0,1.36261206396211,0,0.0759715218751713,0,0.536568293862531,0,0,0,0,0,0,0,0,0.36865241795903,0.914149385973495,0.467490130112423,0,0,0.465425445810527,0,0,0,0,0,0,0,0,0,0
"meta_mOTU_v2_6808",2.94878352685595,0,0,0.899360517430809,1.64039997179896,0,0,0,0,0,0,0,0.324876419974281,0,0,0,0,0,0,0,0,0.269312622754307,1.3944917940131,0,0,0,0,0,1.17820164085746,0,0,0.233186584716064,0,0.311596159407476,0,0,1.28397781164429,0,0,0,0,0,0.441694092094958,0,0,0,0.0589731443468451,0,0,0,0.143413077048723,0.627489447204112,0,0,0,0,0,0,0.191424859378492,0,0,0,0.119170747798045,0,0,0.163858134195956,0,0,0,0,0,0,0.22220365765943,0,0.216670023010387,0.942281487318124,0,0,0,0,0,0,0,0,0.109467760092932,0,0,0,1.17245930933396,0,0.0633362630912813,0.0858898423821376,0.531220277314818,0.17830965421013,0,0,0,0.117841305492947,0.568954607454812,0,0,0.111819126936454,0,0.0510895598858818,0,1.56181249229414,0,0,0,0,0.483020694332955,0,0,0.150731436209001,0,0,0,0,0,0,0,0,0,0,0,0,0.535393316058209,0,0,0.223012446433401
"meta_mOTU_v2_6813",0,0.173380266252805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370030957683002,0,1.46880239341965,0,0,0,0,0,0,0,0,0,0,1.31582377823643,0,0.939549177769662,0.515254210175834,0,0,1.23798927638747,0,0.847264759855203,0,0,0,0,0,0,0,0.0651322592892103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07824898665308,0,0,0,0,0,0,0,0,0.635091428954035,0.378894882216816,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09907526011001,0,0,0,0,0,0,0,0,0,0
"meta_mOTU_v2_6815",0,0.173380266252805,0,0,0,0,3.21609518287524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0688537897791982,0,0,3.31779848433285,0,0,0,0,0,0,0,0,0,0,0,0,0,0.542625554163696,4.0079533929404,0,0,0,0,4.319479789751,0,0,0,0,0,0,0,0,0,0,0,1.83924678311253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26026859608912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87352196818178,0,0,0,0,0,0,0,0
"meta_mOTU_v2_6818",3.93136339233468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0967575604821824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25197956536198,0.323644423671205,0,0,0,0,0,0,0.648160780273191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215132455499005,0.467490130112423,0,0,0.347037474901422,0,0,0,2.05390350282881,0,0,0,0,0,0
"meta_mOTU_v2_6819",1.3946940709925,3.25636760151719,2.26317718331334,0,1.75796743790614,1.69659880389716,0.314873337353412,0,0,0,0.791935011830081,0,0,0,0,0,0,0,0,0,2.15993178545007,0,0,0,0,3.79003834660713,0.178307815377417,0,0,4.00838136562133,0.0784309116061332,1.81330830487051,0,0.785123740228265,0,0,3.36546451936775,0,0.0733532853383609,0,0,4.94930636657689,0,0,0.404676735168516,0,0.544944689963271,0,0,0,3.63135349755441,0,0.155950277961713,0,0,0,0,0.0762258013611507,0.066670599418671,0.0727575657699413,0.0651322592892103,0.120869028696382,0.119170747798045,0,0,3.55642631808485,0,0.505023647463326,0,0,0,0,0.584522013716144,0,0,0,0,0,0,0,0,0.0967705456139431,0,0,0.596835979545481,0,0,3.61445714522815,0,0.775314309954817,0,0,2.5753739034088,3.92052300659008,4.66368756574182,0,0,0,0,0,0,2.55475829422175,4.62119847372455,0,3.07222324561924,0,0,0,0,0,0,0,4.21503427842378,0.150731436209001,5.29913747741123,0,0,0.141083113494562,0,0.465425445810527,0,0,0,0,0,0,0,0,0,0
"meta_mOTU_v2_6823",0,0.328141625610084,0,0,0,1.2723786753741,0,2.83767816863318,0,0,0,0.483129541587868,0,0.319103871556527,0,0,0,0,0,0,0,0,0,0.462576283789081,0,0,0,0,0,0.117104374555617,0.290986004086685,0,0,0,0,0,2.60598319859676,0,0.0733532853383609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.506882863998337,0,0,0,3.87333299919142,0,0,2.66185194404488,0.765157120712102,0,0.328825173003228,0,0,0,0,0.117385612865112,0,0,0,0,1.56915180613163,0,0.40998399425889,0,0,0,0,0.172725610360227,0.135755469320891,1.30314838592066,0.247122187628162,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37804964910458,0,0,0,0,0.302075673967726,0.111572545327522,0,0.141083113494562,0,0.283989120270957,0,2.35763819077572,0,0.313226142973538,0,0.836410594132434,0,0,0,0
"meta_mOTU_v2_6832",0,0.712365159943657,0,1.33008122158228,2.06221973584146,3.09589754774711,0,1.8136772481989,3.19463467087575,0,0,0,0.463450569825801,0.9929290482127,2.16233914733177,0,0,2.69615039867923,1.68805599368526,2.29030980219905,0,1.45653511308826,1.58060390211626,0,0,0.187431719793515,1.6944121024362,0,1.30159725573219,0.117104374555617,0.290986004086685,1.39907873115418,0,1.05995062892142,0,0.983794753268814,0.936019374098178,0,0.915872523737326,0,0,0.764941166827391,2.91401303593294,1.58994896418322,0.0905261805907196,0,0.80820600112928,0,0.351231594201204,0,1.52670531202684,1.52011565897799,0,0,0,0,0,0,2.04320468398666,1.5932467469764,0,1.85666310981473,1.73334593397776,0.0699116933758982,0,1.05832441152041,0,0.323644423671205,1.64863546560765,0,0,0,1.36842377821672,0,0.112398746721456,1.31309663159122,1.11774573135342,0,0.597581391237241,0,1.21032237843807,1.91650713506199,0,1.01509308257732,0.438011442052092,0,0,0.101701189736417,1.09391949220665,0.543429850508338,0.182231863562081,0.205837160541915,0.466296159935111,1.2517807379777,0.681974466028176,0.128845895854329,0,0,0.754464608465637,0,0,0.569043348778797,0,1.89590530537931,2.21724272700458,1.88873684983827,0,4.05485593896392,2.21127710697268,0.283513216714091,2.06396403443272,0,1.5495307521718,0,0,1.19313074720916,1.95243200338535,3.26746776980002,0,1.13524761678954,3.09013430433391,0,0,3.9245994232587,0,2.56751318803483,2.39744803770268,0,2.33529320343661,0.73870099338214
"meta_mOTU_v2_6834",0,0,0,0,0.338784152067962,0,0,0,0,0,0,0,1.25644566882962,0,0,0,0,0,0,0,1.94043792582359,0,0,2.46884512506795,0,0,0.524584835952287,0,0,0,0,0,0,2.51123037533293,0,2.72716845367334,1.47663899244174,0,0,0,0,0,3.58671630199441,0,0,0,1.34697922201758,0,0,0,0.956529133146377,0,0,0,0,0,0.0727649066418858,0,0,0,0,0,2.60419309763874,0,0,0.732516475687265,0,0,0,0,0,0,1.05820647056761,0,1.2493910111832,0.206135693602085,0,0.739258541698821,0,0,0,0,0,0,0,0,0,0,0,0.0715236936637883,0.182231863562081,0,0,0.839430656503381,0,0,0,0,0.466412744940114,0,0,0.312397697966692,0,0.324614248055073,0,0.926785998043383,0,0,0.564420549303182,0,0,0,0.422337963280935,0,0.905688794394065,0.402308482777804,0,0,0,0,0,0,0,0,0,0,0,0,1.008367691076,0
"meta_mOTU_v2_6835",0,0,0,0,0,0,0,0.640594546976404,0,0,0,0,0.171563703627458,0.319103871556527,0,0,3.93769672824615,0,0.854459157184647,0.194255721713451,0,0,0,0,0,0.272742396374668,0.0619171163310511,1.76181920128704,0,0.850624039438106,1.08228079431215,0.159567479280132,0,0.164194174591303,0.212523724271231,0,0.605828610325422,1.88644687584217,0.143156714015913,4.22544395342301,0.129802925231585,0.120899433352213,0,0,0.175705859208407,0,0.0589731443468451,1.47950211456744,0,0,0,0,2.8636488543893,0,0,1.26185195332243,0.142035330347292,0,0.066670599418671,0,0,0,0,0.581615733591039,0,0.833346589239566,0,0,0,1.60414437671086,0,0,0,1.04497019127471,0.648160780273191,0,0,0,0,0,0,0,0,0,0.306251133626314,0.094692798511451,1.38374136878931,1.18787242098981,0,0.204738915021036,0,0,0,0.0919078445304257,1.08565202642784,3.82497456568785,2.83105207539884,0,0.139834321345111,0,0,0,0.0922242338023989,0.385596871166656,0,0,2.21940049150164,0,0.442646388569998,2.65170877263889,0.339264367020132,2.73900227198479,0.539494669792707,0,0.196069548109073,0.311753882275818,0.252598452149159,0,0,0,0,0.894867254588093,0,0,0,0.28007155346623,0,0.584842301175918,0,0
"meta_mOTU_v2_6850",0,0,0.776179026174427,0.282510684304863,0.612947502176246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36557477458354,1.79193966313541,0,0,0,0.187431719793515,0,0,0,0,0,0.370030957683002,0,3.36761729415307,0,0,0,0,0,0.0801347149262486,0,0.432585700489691,0,0,0,0,0.27336094290365,0,0,0,1.74484508469819,0,0,0.391959939554469,1.96813550134475,1.41609437707855,0,0,0,0,0,0,2.38388653607811,0,0,0.163858134195956,2.03067336496853,2.61201950408472,0.880651174580941,0,0,0,0,0,0,0,0.901587967709455,0,0,0,0,0,0,0,1.29769500550234,0,0,0,0,0,0,0,0,0,0.119466966009624,0,0,0,0,0,0,1.1167332449576,0,0,0.996725049299523,1.48649422400344,0,0,0,0,0,0.171380064642699,3.61155216760563,0,2.32706018721476,0,0,2.97876128212775,0,0.218059022862649,0,0.1189495468905,0,0,0,0,0,0,0,0
"meta_mOTU_v2_6852",0,0,0,0.282510684304863,0.338784152067962,0.160876650716096,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194255721713451,0,0.140931392169893,0,0,0,0.187431719793515,0,0,1.35955042509751,0.420319063846214,0,0.303230680709414,0,0.913768442464315,1.75732219272876,0.872640765398806,0,0,0,0.0801347149262486,0,0.523123246903293,0.237685016301244,2.0056085613034,0,0,0.701203530154456,0,0.58127263973402,0,0.917147524239411,0,0,0,0,0,0,0,1.06200458327733,0.828530399506545,0,0,1.39840371895544,0,0,0.566684820590715,0,0.223618578785636,0.175577399206059,0,0,0,0,0.476900960649878,0.405008357441284,0.268784258275841,0,0,0.411317692784465,0,0,0,0,0.0857808629591365,0.0557718954114192,0,0,1.2333992897876,0,0.0715236936637883,0,0,0.0889461937621716,0.785395877409887,0,0,0,0,0.0716106914908134,0,0,0.111819126936454,0.150586559697404,0.0510895598858818,0.73434622861288,0.926785998043383,0,0.143828044872364,0,0,0,0,0.294819706469554,0.731872225977749,0,0.215132455499005,0.252598452149159,0,0.142491626112762,0,0,0,0,0,0,0,0,0,1.47007300929933,0
"meta_mOTU_v2_6856",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73287713862963,0,0,0,0,0.140931392169893,0,0,0,0.187431719793515,0.233161405649852,0,0,2.81675220553765,0,0.0819887112396387,0,0.11151214777362,0.074374525448492,0.257652856876481,0.231372019069323,0.153655943691216,0.701249876384505,0.296859087636421,1.32556352444856,0,0,1.00374146244479,0.0905261805907196,0,0,0,0.0774205294130353,1.89458912967522,0,0.208739943905569,0.296675302955451,0,0,0.0636380417634778,1.66570020362297,0.0762258013611507,0.130395794846599,0,1.50956094804029,0.335905108342738,0,0,0,0.163858134195956,0.293725487907806,0,0,0.0653891334929974,0,0,0,0.533777870833336,0,1.12270901392222,0,0.10935154225931,0,0,0,0,0,0.53531111029395,0.161236618091711,0,0,0.101701189736417,0,0.204738915021036,0,0.126990361258292,0,0.0919078445304257,0.229793194515302,0.50628096413917,1.49858297495294,0,0,0,0,0,0.121700497997482,0,0,0,0.324472851824395,0.188751655757945,0,0.100823064148791,0,0.171380064642699,0,0,0.120808265266733,0,0,0,0.272166126257261,0.465425445810527,0,0.640283313818983,0.164955333779886,0,1.24496688672448,0.192619318980812,0,0.807200377945669,0,0
"meta_mOTU_v2_6865",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518435701263728,0,0,0.929773863674964,1.32883733260391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21010525441185,0.391060204754237,0,0,0.103910631415987,0,0,0,0,0.208111536674565,0,0,0,0.0699116933758982,0.0491286396833226,0.0842541486530638,0,0,0,0,0,0,0,0,1.09378868578174,0.206135693602085,0,0,0,0,0,0,0,0,0,0,0,0,0.376913715530745,0,0,0,0,0,0,0,0,0,0.0362496153791624,0,0,0,0,0,0,0,0,0.274608264143402,0.484390325539643,0,0,0,0,0,0,0,0,0.141083113494562,0,0,0.230744667654132,0,0,0.683658340131217,0,0,0,0,0,0
"meta_mOTU_v2_6867",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218776854118136,0,0,0,0,0,0,0,0,0,0,0,0,1.81602641171792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01604832513887,0,0,0.332086519849805,2.68888270051404,0,0,0,0,0,0,0,0,0,0,1.10054627813909,0,0,0,0,0.183551310510602,0,0.908010611916829,0,0,0,2.44554319794734,0,0.135755469320891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36865241795903,0,0,0,0,0,0,0,1.1838862233895,0,0,3.95400352248251,0,0,0,0
"meta_mOTU_v2_6870",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365432204108628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120319329303589,0.224753056705539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066670599418671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355943208905498,0,0.0720344825731059,0,0,0,0,0,0,0,0,0,0,0.955194646210319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171339309417244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"meta_mOTU_v2_6875",0,0.328141625610084,0,0.282510684304863,0,1.2001457871465,0,0.878495620783494,0.604604839163652,0,0.449638036121739,1.2177941862378,0.589873033807913,0.319103871556527,0,0,0,0,0.265461143228334,0.365432204108628,0.211235236995708,0.496172816255063,0,0,0.396110995937206,1.02893016538976,1.55064758245393,1.31051498727897,0.324913157983373,2.19963292629853,0.0784309116061332,1.07795810963508,0,2.45947377620026,3.5467956829843,1.69982657769073,0,0.791189972134035,1.67387060025436,0.753091851678191,1.32556352444856,0.764941166827391,0,0.739959539963384,0.602236043255842,0,0.115630012177087,0.441170009881016,0.28749513574487,0,2.20344212759509,0.108141941171211,0.155950277961713,0.391959939554469,0,3.90064846470249,1.56839917292166,2.05202355770716,3.24996952974281,0,0.0651322592892103,1.5472389383583,2.00499165386129,0.532937194057728,1.3158634277823,1.32393959338317,0,1.06335190387882,0,0,0,1.52547575500209,0.115375578508999,4.61005652681549,3.0934326507454,0.328825173003228,0,0,1.04475143447856,0,0,1.0772648193026,0,1.82055173667762,0.960483482419047,0.094692798511451,0,0.850733969732301,0.237730813807416,0.267000789960899,0,1.03055985165171,0.652910503879822,1.43842328740143,3.46135524248463,0.76607770666322,1.79270046719008,1.58500342940115,0.797340679460627,0,1.91719527244413,1.59203739209986,0,0,0,3.58045992366241,2.05400974089137,0,0,1.15739722895612,1.04295622491025,0,1.4925471181187,0.411856252034164,2.94962423871663,0.311753882275818,3.0481203101144,1.2858505853139,2.58083804812392,0.521165015384176,0,0.927828754137101,0,0,1.35944479512388,0.192619318980812,1.42492993487061,0,3.10219676707472,4.61886776702689
"meta_mOTU_v2_6883",0,1.92954388765488,1.41289413973903,1.20028998187613,0.338784152067962,0,0,2.45200810076111,1.02936412285106,0,0,0.613874180529557,1.17809996216147,0,0,0,0,0,2.27452522565657,2.75816462506422,0,0.864678483803054,0,0,0.961895394974498,0.353288822318692,3.27540749596282,0,0.589934180083539,2.11768070756381,0,0.908537549642867,0,3.20740895520677,2.249814318423,1.9575797329591,0.0614136153362601,3.71562533836956,0,0.0801347149262486,2.48878933631886,0.335983690108782,0,0,0.0905261805907196,0,0,0,0,0,3.44316532095636,0,0,1.57391116154943,0.103910631415987,0.706084091678473,0,0,1.2458682170055,0.208111536674565,0.0651322592892103,0,2.89884286608339,0,3.93114322260887,1.66221591665777,0,1.37448708084582,0.473266353617484,0,1.75532233562552,0,0,1.29576684688034,1.70870640925566,0.546741195585954,1.65600685239498,0,0,0,0,1.37610746487336,0,0,2.18502833983185,0,0,0.101701189736417,0,0,0,0.316572886457837,1.30020522191028,1.77981031020476,1.87826863205947,0.76607770666322,0,0,3.06676896609604,0,0.538091500994353,2.76605956073765,0,0,1.73237857876688,0.536568293862531,1.91619950779412,0,0,0,3.45176177047758,0,2.78555541441797,0,2.19569367318565,0,0,0.387580989605334,3.71652443770141,3.06986238152759,0,1.24798950751535,0,0,0,0,2.4576920640002,0,0,0
"meta_mOTU_v2_6885",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194255721713451,0,0,0,0,0,0,2.1298107312687,0,0,0.225412825404409,1.96539282828924,0,0,1.14104047159845,0,0,0,0,0.0733532853383609,0,0,0,0,0,4.22334972728896,0,0.170145699786422,0,0,0,0.747901071847362,0,0.155950277961713,0,0,0,0.0727649066418858,0,0.130395794846599,0,0,0,0,0,0.0247734342556782,0,0,0,0,0,0,0,0,0,0.112398746721456,0,0.249411328625028,0,0,0,0.172680763006453,0,0.657281502349176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163110131432512,0,0,0,0.294819706469554,0,0,0,0,0,0,0.148971081756753,0,0,0,0,0.666483076856152,0,0,0,0,0
"meta_mOTU_v2_6891",0,0,0.560773035154085,0,0,0,0,0,0.429794267832631,0,0,0,0,0,0,0,0,0,1.00726800046404,0,0,0,0,0,0,0,0.178307815377417,2.30114572602516,0,0.46519236804446,0,0,0,0,0,0.947686678334662,1.17705269818918,0.881966862068576,0,0.801173315780827,0,0,0,0,0,0,0,0,0,0,0,0.108141941171211,0,0,0,0.183065426907813,0,0.406578568080611,0,0,0,0,2.20684215217241,0.200325181100705,0.272428155032792,0.310989297574845,0,0.505023647463326,0,0.893588983072455,0,0,0,0,0,0,0,0,0.370994924924088,0,0,0,0,0.292342776757018,0,0.747069416102752,0,0.149983815123957,0,0,0,0,0,0.0919078445304257,0,2.04597583287556,2.21763423461013,0.553955179831481,0,0,0,0,0.0922242338023989,0,0,0,0.462900629967926,0,0,1.10980277461168,1.04295622491025,1.32976805905435,0,0,0,0,0,0,0.603168504554922,0.407445488659945,0,0,0,0.313226142973538,0,0,0.419002617011843,0.584842301175918,0,0
